VLC | preliminares.tex:134 | \noindent El presente trabajo de integración curricular describe y evalúa la simulación de Comunicación por Luz Visible (VLC, Visible Light Communication) de un enlace vehículo a infraestructura V2I (Vehicle-to-Infrastructure) en entornos urbanos basados en la capa física del estándar IEEE 802.11bb. Se detalla la implementación modular en Python de la cadena completa de procesamiento de señal del transmisor y receptor DCO-OFDM (Direct Current Biased Optical Orthogonal Frequency Division Multiplexing). Esta cadena incluye codificación convolucional FEC (Forward Error Correction), entrelazado de bloques, mapeo de símbolos en constelaciones Gray desde BPSK (Binary Phase Shift Keying) hasta 1024-QAM (Quadrature Amplitude Modulation), simetría hermitiana para generación de señales reales mediante IFFT (Inverse Fast Fourier Transform), inserción de prefijo cíclico, ventaneado de coseno alzado, modulación de frecuencia intermedia a 20 MHz para evitar ruidos ambientales a baja frecuencia, polarización DC (Direct Current) adaptativa y el modelado del recorte por no linealidad del LED (Light Emitting Diode). El canal de propagación se modela de forma determinista para escenarios de LOS (Line-of-Sight) bajo la atenuación de Beer-Lambert por factores climáticos de lluvia y neblina, el ruido térmico y el ruido generado por la luz solar de fondo. Las validaciones estadísticas mediante simulación de Monte Carlo con 1,000,000 de iteraciones demuestran la robustez de la arquitectura en términos de BER (Bit Error Rate) y tasa de datos efectiva (Throughput) para todos los MCS (Modulation and Coding Scheme), confirmando la viabilidad de las comunicaciones por luz (LC, Light Communications) de alta velocidad para semáforos inteligentes en entornos urbanos dinámicos.
LOS | preliminares.tex:134 | \noindent El presente trabajo de integración curricular describe y evalúa la simulación de Comunicación por Luz Visible (VLC, Visible Light Communication) de un enlace vehículo a infraestructura V2I (Vehicle-to-Infrastructure) en entornos urbanos basados en la capa física del estándar IEEE 802.11bb. Se detalla la implementación modular en Python de la cadena completa de procesamiento de señal del transmisor y receptor DCO-OFDM (Direct Current Biased Optical Orthogonal Frequency Division Multiplexing). Esta cadena incluye codificación convolucional FEC (Forward Error Correction), entrelazado de bloques, mapeo de símbolos en constelaciones Gray desde BPSK (Binary Phase Shift Keying) hasta 1024-QAM (Quadrature Amplitude Modulation), simetría hermitiana para generación de señales reales mediante IFFT (Inverse Fast Fourier Transform), inserción de prefijo cíclico, ventaneado de coseno alzado, modulación de frecuencia intermedia a 20 MHz para evitar ruidos ambientales a baja frecuencia, polarización DC (Direct Current) adaptativa y el modelado del recorte por no linealidad del LED (Light Emitting Diode). El canal de propagación se modela de forma determinista para escenarios de LOS (Line-of-Sight) bajo la atenuación de Beer-Lambert por factores climáticos de lluvia y neblina, el ruido térmico y el ruido generado por la luz solar de fondo. Las validaciones estadísticas mediante simulación de Monte Carlo con 1,000,000 de iteraciones demuestran la robustez de la arquitectura en términos de BER (Bit Error Rate) y tasa de datos efectiva (Throughput) para todos los MCS (Modulation and Coding Scheme), confirmando la viabilidad de las comunicaciones por luz (LC, Light Communications) de alta velocidad para semáforos inteligentes en entornos urbanos dinámicos.
BER | preliminares.tex:134 | \noindent El presente trabajo de integración curricular describe y evalúa la simulación de Comunicación por Luz Visible (VLC, Visible Light Communication) de un enlace vehículo a infraestructura V2I (Vehicle-to-Infrastructure) en entornos urbanos basados en la capa física del estándar IEEE 802.11bb. Se detalla la implementación modular en Python de la cadena completa de procesamiento de señal del transmisor y receptor DCO-OFDM (Direct Current Biased Optical Orthogonal Frequency Division Multiplexing). Esta cadena incluye codificación convolucional FEC (Forward Error Correction), entrelazado de bloques, mapeo de símbolos en constelaciones Gray desde BPSK (Binary Phase Shift Keying) hasta 1024-QAM (Quadrature Amplitude Modulation), simetría hermitiana para generación de señales reales mediante IFFT (Inverse Fast Fourier Transform), inserción de prefijo cíclico, ventaneado de coseno alzado, modulación de frecuencia intermedia a 20 MHz para evitar ruidos ambientales a baja frecuencia, polarización DC (Direct Current) adaptativa y el modelado del recorte por no linealidad del LED (Light Emitting Diode). El canal de propagación se modela de forma determinista para escenarios de LOS (Line-of-Sight) bajo la atenuación de Beer-Lambert por factores climáticos de lluvia y neblina, el ruido térmico y el ruido generado por la luz solar de fondo. Las validaciones estadísticas mediante simulación de Monte Carlo con 1,000,000 de iteraciones demuestran la robustez de la arquitectura en términos de BER (Bit Error Rate) y tasa de datos efectiva (Throughput) para todos los MCS (Modulation and Coding Scheme), confirmando la viabilidad de las comunicaciones por luz (LC, Light Communications) de alta velocidad para semáforos inteligentes en entornos urbanos dinámicos.
MCS | preliminares.tex:134 | \noindent El presente trabajo de integración curricular describe y evalúa la simulación de Comunicación por Luz Visible (VLC, Visible Light Communication) de un enlace vehículo a infraestructura V2I (Vehicle-to-Infrastructure) en entornos urbanos basados en la capa física del estándar IEEE 802.11bb. Se detalla la implementación modular en Python de la cadena completa de procesamiento de señal del transmisor y receptor DCO-OFDM (Direct Current Biased Optical Orthogonal Frequency Division Multiplexing). Esta cadena incluye codificación convolucional FEC (Forward Error Correction), entrelazado de bloques, mapeo de símbolos en constelaciones Gray desde BPSK (Binary Phase Shift Keying) hasta 1024-QAM (Quadrature Amplitude Modulation), simetría hermitiana para generación de señales reales mediante IFFT (Inverse Fast Fourier Transform), inserción de prefijo cíclico, ventaneado de coseno alzado, modulación de frecuencia intermedia a 20 MHz para evitar ruidos ambientales a baja frecuencia, polarización DC (Direct Current) adaptativa y el modelado del recorte por no linealidad del LED (Light Emitting Diode). El canal de propagación se modela de forma determinista para escenarios de LOS (Line-of-Sight) bajo la atenuación de Beer-Lambert por factores climáticos de lluvia y neblina, el ruido térmico y el ruido generado por la luz solar de fondo. Las validaciones estadísticas mediante simulación de Monte Carlo con 1,000,000 de iteraciones demuestran la robustez de la arquitectura en términos de BER (Bit Error Rate) y tasa de datos efectiva (Throughput) para todos los MCS (Modulation and Coding Scheme), confirmando la viabilidad de las comunicaciones por luz (LC, Light Communications) de alta velocidad para semáforos inteligentes en entornos urbanos dinámicos.
LC | preliminares.tex:134 | \noindent El presente trabajo de integración curricular describe y evalúa la simulación de Comunicación por Luz Visible (VLC, Visible Light Communication) de un enlace vehículo a infraestructura V2I (Vehicle-to-Infrastructure) en entornos urbanos basados en la capa física del estándar IEEE 802.11bb. Se detalla la implementación modular en Python de la cadena completa de procesamiento de señal del transmisor y receptor DCO-OFDM (Direct Current Biased Optical Orthogonal Frequency Division Multiplexing). Esta cadena incluye codificación convolucional FEC (Forward Error Correction), entrelazado de bloques, mapeo de símbolos en constelaciones Gray desde BPSK (Binary Phase Shift Keying) hasta 1024-QAM (Quadrature Amplitude Modulation), simetría hermitiana para generación de señales reales mediante IFFT (Inverse Fast Fourier Transform), inserción de prefijo cíclico, ventaneado de coseno alzado, modulación de frecuencia intermedia a 20 MHz para evitar ruidos ambientales a baja frecuencia, polarización DC (Direct Current) adaptativa y el modelado del recorte por no linealidad del LED (Light Emitting Diode). El canal de propagación se modela de forma determinista para escenarios de LOS (Line-of-Sight) bajo la atenuación de Beer-Lambert por factores climáticos de lluvia y neblina, el ruido térmico y el ruido generado por la luz solar de fondo. Las validaciones estadísticas mediante simulación de Monte Carlo con 1,000,000 de iteraciones demuestran la robustez de la arquitectura en términos de BER (Bit Error Rate) y tasa de datos efectiva (Throughput) para todos los MCS (Modulation and Coding Scheme), confirmando la viabilidad de las comunicaciones por luz (LC, Light Communications) de alta velocidad para semáforos inteligentes en entornos urbanos dinámicos.
V2I | preliminares.tex:137 | \noindent \textbf{PALABRAS CLAVE:} Comunicación por luz visible, Comunicación V2I, IEEE 802.11bb, DCO-OFDM, Canal óptico inalámbrico
IEEE | preliminares.tex:137 | \noindent \textbf{PALABRAS CLAVE:} Comunicación por luz visible, Comunicación V2I, IEEE 802.11bb, DCO-OFDM, Canal óptico inalámbrico
DCO-OFDM | preliminares.tex:137 | \noindent \textbf{PALABRAS CLAVE:} Comunicación por luz visible, Comunicación V2I, IEEE 802.11bb, DCO-OFDM, Canal óptico inalámbrico
OFDM | preliminares.tex:137 | \noindent \textbf{PALABRAS CLAVE:} Comunicación por luz visible, Comunicación V2I, IEEE 802.11bb, DCO-OFDM, Canal óptico inalámbrico
VLC | preliminares.tex:148 | \noindent This curricular integration project describes and evaluates the simulation of a Vehicle-to-Infrastructure (V2I) Visible Light Communication (VLC) link in urban environments based on the physical layer of the IEEE 802.11bb standard. It details the modular implementation in Python of the complete signal processing chain for both the transmitter and receiver of a Direct Current Biased Optical Orthogonal Frequency Division Multiplexing (DCO-OFDM) system. This chain includes Forward Error Correction (FEC) convolutional coding, block interleaving, symbol mapping into Gray constellations ranging from Binary Phase Shift Keying (BPSK) up to 1024-Quadrature Amplitude Modulation (1024-QAM), Hermitian symmetry for real signal generation via Inverse Fast Fourier Transform (IFFT), cyclic prefix insertion, raised-cosine windowing, intermediate frequency modulation at 20 MHz to mitigate low-frequency ambient noise, adaptive Direct Current (DC) biasing, and the modeling of LED (Light Emitting Diode) non-linear clipping. The propagation channel is deterministically modeled for Line-of-Sight (LOS) scenarios under Beer-Lambert attenuation caused by weather factors such as rain and fog, alongside thermal noise and background solar light noise. Statistical validations using Monte Carlo simulations with 1,000,000 iterations demonstrate the robustness of the architecture in terms of Bit Error Rate (BER) and effective throughput across all Modulation and Coding Schemes (MCS), confirming the feasibility of high-speed Light Communications (LC) for smart traffic lights in dynamic urban environments.
V2I | preliminares.tex:148 | \noindent This curricular integration project describes and evaluates the simulation of a Vehicle-to-Infrastructure (V2I) Visible Light Communication (VLC) link in urban environments based on the physical layer of the IEEE 802.11bb standard. It details the modular implementation in Python of the complete signal processing chain for both the transmitter and receiver of a Direct Current Biased Optical Orthogonal Frequency Division Multiplexing (DCO-OFDM) system. This chain includes Forward Error Correction (FEC) convolutional coding, block interleaving, symbol mapping into Gray constellations ranging from Binary Phase Shift Keying (BPSK) up to 1024-Quadrature Amplitude Modulation (1024-QAM), Hermitian symmetry for real signal generation via Inverse Fast Fourier Transform (IFFT), cyclic prefix insertion, raised-cosine windowing, intermediate frequency modulation at 20 MHz to mitigate low-frequency ambient noise, adaptive Direct Current (DC) biasing, and the modeling of LED (Light Emitting Diode) non-linear clipping. The propagation channel is deterministically modeled for Line-of-Sight (LOS) scenarios under Beer-Lambert attenuation caused by weather factors such as rain and fog, alongside thermal noise and background solar light noise. Statistical validations using Monte Carlo simulations with 1,000,000 iterations demonstrate the robustness of the architecture in terms of Bit Error Rate (BER) and effective throughput across all Modulation and Coding Schemes (MCS), confirming the feasibility of high-speed Light Communications (LC) for smart traffic lights in dynamic urban environments.
IEEE | preliminares.tex:148 | \noindent This curricular integration project describes and evaluates the simulation of a Vehicle-to-Infrastructure (V2I) Visible Light Communication (VLC) link in urban environments based on the physical layer of the IEEE 802.11bb standard. It details the modular implementation in Python of the complete signal processing chain for both the transmitter and receiver of a Direct Current Biased Optical Orthogonal Frequency Division Multiplexing (DCO-OFDM) system. This chain includes Forward Error Correction (FEC) convolutional coding, block interleaving, symbol mapping into Gray constellations ranging from Binary Phase Shift Keying (BPSK) up to 1024-Quadrature Amplitude Modulation (1024-QAM), Hermitian symmetry for real signal generation via Inverse Fast Fourier Transform (IFFT), cyclic prefix insertion, raised-cosine windowing, intermediate frequency modulation at 20 MHz to mitigate low-frequency ambient noise, adaptive Direct Current (DC) biasing, and the modeling of LED (Light Emitting Diode) non-linear clipping. The propagation channel is deterministically modeled for Line-of-Sight (LOS) scenarios under Beer-Lambert attenuation caused by weather factors such as rain and fog, alongside thermal noise and background solar light noise. Statistical validations using Monte Carlo simulations with 1,000,000 iterations demonstrate the robustness of the architecture in terms of Bit Error Rate (BER) and effective throughput across all Modulation and Coding Schemes (MCS), confirming the feasibility of high-speed Light Communications (LC) for smart traffic lights in dynamic urban environments.
